,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
MedPFNClassifier,0.9516071428571429,0.01447682546442948,0.5714206349206349,0.2190508101904125,0.40499999999999997,0.20563847396450247,0.8565251572327044,0.07477094728489653,0.45090115440115436,0.19665308015468844,1.8194160509109498,0.2573430195129759
MedPFNClassifier,0.8700892857142858,0.03179459872830145,0.254353975227895,0.07399441166995495,0.6866666666666668,0.19376935954492813,0.8542295597484278,0.08426455612530083,0.36615127188856256,0.09966157320352344,1.8325396656990052,0.2653692085526159
MedPFNClassifier,0.9470535714285715,0.01492586710550953,0.5464801587301586,0.2411801437007109,0.32833333333333325,0.17470873276679805,0.8243396226415095,0.0892068198749352,0.382022533022533,0.16854912184403664,1.8622748517990115,0.27147360190972436
