,Unnamed: 0,accuracy mean,accuracy std,precision mean,precision std,recall mean,recall std,roc_auc mean,roc_auc std,f1 mean,f1 std,runtime mean,runtime std
0,MedPFNClassifier,0.952,0.014,0.571,0.219,0.405,0.206,0.857,0.075,0.451,0.197,1.819,0.257
1,MedPFNClassifier,0.87,0.032,0.254,0.074,0.687,0.194,0.854,0.084,0.366,0.1,1.833,0.265
2,MedPFNClassifier,0.947,0.015,0.546,0.241,0.328,0.175,0.824,0.089,0.382,0.169,1.862,0.271
